,Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
1779,Toyota,2017.0,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,138873,Black / -,"Darwin, NT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,54980
1780,Honda,2012.0,Accord,Sedan,2012 Honda Accord VTI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.7 L / 100 km,123000,Silver / Black  Cloth,"Frankston, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,11999
1781,Mazda,2023.0,BT-50,NEW In stock,2023 Mazda BT-50 XTR LE,NEW,Automatic,-,Other,Diesel,-,9,Silver / -,"Taree, NSW",-,Ute / Tray,,,69885
1782,Toyota,2004.0,Landcruiser,SUV,2004 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"6 cyl, 4 L",4WD,Unleaded,13.2 L / 100 km,205430,Silver / -,"Ravenhall, VIC",6 cyl,SUV, 4 Doors, 8 Seats,20500
1783,Hyundai,2016.0,Tucson,SUV,2016 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8 L / 100 km,122401,Blue / -,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,26990
1784,Mazda,2015.0,CX-5,SUV,2015 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,5.7 L / 100 km,124085,White / Black,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,23990
1785,Nissan,2020.0,Navara,Ute / Tray,2020 Nissan Navara N-Trek Warrior (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,94863,Grey / Black,"Seymour, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,56990
1786,Mazda,2013.0,CX-5,SUV,2013 Mazda CX-5 Grand Tourer (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,5.7 L / 100 km,153193,White / -,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,18990
1787,Toyota,2018.0,Fortuner,SUV,2018 Toyota Fortuner Crusade,USED,Automatic,"4 cyl, 2.8 L",AWD,Diesel,8.6 L / 100 km,97382,Silver / Burgandy,"Melville, WA",4 cyl,SUV, 4 Doors, 7 Seats,56989
1788,Audi,2019.0,A3,Convertible,2019 Audi A3 35 Tfsi (1.4 Tfsi),USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.1 L / 100 km,56016,White / Black,"Zetland, NSW",4 cyl,Convertible, 2 Doors, 4 Seats,39880
1789,Subaru,2018.0,XV,SUV,2018 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,35170,Orange / -,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,32830
1790,Toyota,2015.0,Corolla,Sydney City Traders,2015 Toyota Corolla Hybrid,USED,Automatic,-,Other,-,-,120117,Silver / Grey,"Five Dock, NSW",-,Wagon,,,20995
1791,Ford,2019.0,Ranger,Ute / Tray,2019 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,96852,White / Black Leather,"Lavington, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,46990
1792,Audi,2017.0,Q2,SUV,2017 Audi Q2 1.4 Tfsi Design,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.3 L / 100 km,99080,Black / -,"Wendouree, VIC",4 cyl,SUV, 4 Doors, 5 Seats,33888
1793,Kia,2023.0,Stonic,NEW Available to order,2023 Kia Stonic Sport,NEW,Manual,"4 cyl, 1.4 L",Front,-,6 L / 100 km,- / -,7 years / Unlimited km,,4 cyl,SUV, 4 Doors, 5 Seats,25290
1794,Volkswagen,2022.0,Tiguan,Bathurst Volkswagen,2022 Volkswagen Tiguan 147TDI Elegance,NEW,Automatic,"4 cyl, 2 L",AWD,Diesel,6.1 L / 100 km,5,White / -,"Bathurst, NSW",4 cyl,SUV, 4 Doors, 5 Seats,61490
1795,Hyundai,2018.0,Tucson,SUV,2018 Hyundai Tucson Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,44230,White / -,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,27987
1796,Ssangyong,2023.0,Musso,NEW In stock,2023 Ssangyong Musso ELX,NEW,Automatic,-,Other,Diesel,-,5,Grey / Black,"Bundoora, VIC",-,Ute / Tray,,,39385
1797,BMW,2022.0,X3,Sylvania BMW Used Cars,2022 BMW X3 sDrive20i Steptronic,USED,Automatic,-,Rear,Unleaded,-,9200,Black / Black,"Sylvania, NSW",-,Wagon,,,88988
1798,Nissan,2017.0,Navara,Ute / Tray,2017 Nissan Navara ST-X (4X4) (sunroof),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,98350,Red / Black,"Lilydale, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40990
1799,Kia,2016.0,Sorento,SUV,2016 Kia Sorento SI (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8 L / 100 km,163866,White / -,"Bathurst, NSW",4 cyl,SUV, 4 Doors, 7 Seats,21990
1800,Hyundai,2017.0,I30,Hatchback,2017 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,17540,White / -,"Horsham, VIC",4 cyl,Hatchback, 4 Doors, 5 Seats,24990
1801,Hyundai,2019.0,Elantra,Sedan,2019 Hyundai Elantra Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,102464,Grey / Black,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,19888
1802,Toyota,1999.0,Landcruiser,Ute / Tray,1999 Toyota Landcruiser (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,41750,Red / Grey,"Lidcombe, NSW",6 cyl,Ute / Tray, 2 Doors, 3 Seats,48999
1803,Volvo,2012.0,XC60,SUV,2012 Volvo XC60 D5 R-Design,USED,Automatic,"5 cyl, 2.4 L",AWD,Diesel,6.9 L / 100 km,157633,White / Black,"Epping, VIC",5 cyl,SUV, 4 Doors, 5 Seats,19705
1804,MG,2021.0,MG3,Hatchback,2021 MG MG3 Auto Core,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7 L / 100 km,26196,White / Black,"Nundah, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,16990
1805,Nissan,2010.0,Elgrand,Motorman Imports,2010 Nissan Elgrand,USED,Automatic,-,Other,-,-,95000,White / -,"Slacks Creek, QLD",-,Wagon,,,19000
1806,Ford,2012.0,Fiesta,Hatchback,2012 Ford Fiesta CL,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.1 L / 100 km,149586,Blue / Grey,"Victoria Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,4985
1807,Mitsubishi,2014.0,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.1 L / 100 km,159880,White / Grey,"Port Macquarie, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,23990
1808,Toyota,2018.0,Landcruiser,SUV,2018 Toyota Landcruiser Prado Kakadu (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,108660,Silver / Black,"Goulburn, NSW",4 cyl,SUV, 4 Doors, 7 Seats,76910
1809,GWM,2023.0,UTE,Pacific Great Wall Haval Caloundra New,2023 GWM UTE Cannon Vanta (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,22,White / Black,"Caloundra West, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,47995
1810,Toyota,2019.0,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,8.1 L / 100 km,112184,White / -,"Busselton, WA",4 cyl,Ute / Tray, 2 Doors, 2 Seats,54990
1811,Toyota,2018.0,Camry,Sedan,2018 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,90758,White / -,"Christies Beach, SA",4 cyl,Sedan, 4 Doors, 5 Seats,27990
1812,Mitsubishi,2014.0,Triton,Ute / Tray,2014 Mitsubishi Triton GLX-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.3 L / 100 km,168346,Grey / Black,"Maryville, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,24980
1813,Mazda,2012.0,BT-50,Ute / Tray,2012 Mazda BT-50 XTR (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,225438,White / -,"Slacks Creek, QLD",5 cyl,Ute / Tray, 4 Doors, 5 Seats,24990
1814,Audi,2016.0,Q5,SUV,2016 Audi Q5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,98098,White / Black,"Smeaton Grange, NSW",4 cyl,SUV, 4 Doors, 5 Seats,36888
1815,Mitsubishi,2009.0,Lancer,Hatchback,2009 Mitsubishi Lancer RX Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.3 L / 100 km,179475,Blue / -,"Beresfield, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7800
1816,Holden,2018.0,Astra,Sedan,2018 Holden Astra LS,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.1 L / 100 km,67045,Red / Black,"Chermside, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,17999
1817,MG,2022.0,HS,Ringwood Nissan and MG New & Demo,2022 MG HS Phev Essence,NEW,Automatic,"4 cyl, 1.5 L",Front,Hybrid,1.7 L / 100 km,10,Silver / Black,"Ringwood, VIC",4 cyl,SUV, 4 Doors, 5 Seats,49990
1818,Suzuki,2011.0,SX4,Hatchback,2011 Suzuki SX4 S,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,163000,Silver / -,"Archerfield, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,9500
1819,Lexus,2017.0,RX350,SUV,2017 Lexus RX350 F-Sport,USED,Automatic,"6 cyl, 3.5 L",AWD,-,9.6 L / 100 km,55579,Black / Black,"Waterloo, NSW",6 cyl,SUV, 4 Doors, 5 Seats,59900
1820,Holden,2013.0,Commodore,Sedan,2013 Holden Commodore SS-V Redline,USED,Automatic,"8 cyl, 6 L",Rear,Premium,11.5 L / 100 km,143924,Grey / Grey,"Mayfield West, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,39990
1821,Nissan,2017.0,Leaf,USED Dealer ad,2017 Nissan Leaf ZE0 S EDITION 5 SEATER 100% ELECTRIC,USED,-,-,Other,-,-,8108,Silver / -,"Moorabbin, VIC",-,Hatchback,,,26950
1822,Ford,2016.0,Falcon,Sedan,2016 Ford Falcon,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,9 L / 100 km,192433,White / Grey Cloth,"Upper Ferntree Gully, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,15999
1823,Volkswagen,2013.0,Transporter,Commercial,2013 Volkswagen Transporter TDI 340 LWB LOW,USED,Manual,"4 cyl, 2 L",Front,Diesel,7.7 L / 100 km,91331,White / -,"Derwent Park, TAS",4 cyl,Commercial, 2 Doors, 2 Seats,46995
1824,Mitsubishi,2018.0,Eclipse,SUV,2018 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,78460,Blue / Black,"New Town, TAS",4 cyl,SUV, 4 Doors, 5 Seats,24990
1825,Mazda,2023.0,CX-9,Liverpool Mazda New Cars,2023 Mazda CX-9 Azami (awd),NEW,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,3,Silver / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 7 Seats,78526
1826,Mitsubishi,2019.0,ASX,SUV,2019 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,86117,White / Black,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,27990
1827,BMW,2022.0,IX,SUV,2022 BMW IX Xdrive40 Sport,USED,Automatic,0 L,AWD,Electric,0 L / 100 km,5740,- / -,"Medindie, SA",0 L,SUV, 4 Doors, 5 Seats,126888
1828,Mazda,2011.0,BT-50,Ute / Tray,2011 Mazda BT-50 Boss B3000 SDX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,10.4 L / 100 km,287886,Grey / -,"Bells Creek, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,20990
1829,Kia,2020.0,Sportage,Peter Warren Toyota,2020 Kia Sportage S 2WD,USED,Automatic,-,Front,Unleaded,-,26764,White / -,"Warwick Farm, NSW",-,SUV,,,29900
1830,Ford,2008.0,Focus,Convertible,2008 Ford Focus Coupe-Cabriolet,USED,Manual,"4 cyl, 2 L",Front,Premium,7.5 L / 100 km,98016,Silver / Black,"Hoppers Crossing, VIC",4 cyl,Convertible, 2 Doors, 4 Seats,11990
1831,GWM,2022.0,Haval,Port Stephens Toyota,2022 GWM Haval H6 Ultra DHT Hybrid,USED,Automatic,-,Front,Unleaded,-,1295,White / Black,"Taylors Beach, NSW",-,Wagon,,,47490
1832,MG,2022.0,MG3,Pickering Auto Group MG New Car,2022 MG MG3 Auto Core,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7 L / 100 km,12,Silver / -,"Townsville, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,19490
1833,Volkswagen,2020.0,Amarok,Ute / Tray,2020 Volkswagen Amarok TDI550 Core 4Motion (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9 L / 100 km,34384,Silver / Black,"Maroochydore, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,49990
1834,Honda,2017.0,Civic,Sedan,2017 Honda Civic VTI-S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.4 L / 100 km,79895,Grey / Black,"Hoppers Crossing, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,24990
1835,Toyota,2018.0,Camry,Sedan,2018 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,125436,White / Grey,"Virginia, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,25000
1836,Volkswagen,2023.0,Amarok,NEW In stock,2023 Volkswagen Amarok Auto,NEW,Automatic,-,Other,Diesel,-,12,White / Ebony Black/Ebony Black,"Robina, QLD",-,Ute / Tray,,,59204
1837,Suzuki,2021.0,Baleno,Hatchback,2021 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,41781,Silver / -,"Ryde, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,18888
1838,Volkswagen,2019.0,Tiguan,SUV,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,47000,Grey / 2020/01,"Albion, QLD",4 cyl,SUV, 4 Doors, 5 Seats,44450
1839,Renault,2020.0,Koleos,SUV,2020 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,53977,Grey / Black,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28888
1840,Mitsubishi,2019.0,ASX,SUV,2019 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,68137,White / Cloth,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,25990
1841,Mazda,2016.0,6,Sedan,2016 Mazda 6 Touring,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6 L / 100 km,50011,Silver / Black,"Frankston, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,25990
1842,Nissan,2014.0,Juke,SUV,2014 Nissan Juke ST-S (fwd),USED,Manual,"4 cyl, 1.6 L",Front,Premium,6.9 L / 100 km,104632,Silver / Grey,"Croydon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,14990
1843,Mitsubishi,2015.0,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,256679,White / -,"Campbelltown, NSW",4 cyl,Ute / Tray, 2 Doors, 4 Seats,21990
1844,Ram,2019.0,1500,Parramatta Motor Group (Thomson Ford) - Used,2019 Ram 1500 Laramie Crew Cab SWB,USED,Automatic,-,Other,Diesel,-,35742,White / Leather,"Granville, NSW",-,Ute / Tray,,,86990
1845,Iveco,2023.0,Daily,NEW Available to order,2023 Iveco Daily E6 50C18 DRW (WB3450),NEW,Manual,"4 cyl, 3 L",Rear,Diesel,0 L / 100 km,- / -,"5 years / 200,000 km",,4 cyl,Ute / Tray, 2 Doors, 3 Seats,65614
1846,Audi,2017.0,A1,Hatchback,2017 Audi A1 Sportback 1.4 Tfsi Sport,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,4.9 L / 100 km,111065,Black / -,"Cannington, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,21998
1847,Mazda,2012.0,CX-9,SUV,2012 Mazda CX-9 Luxury,USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,11.3 L / 100 km,63361,Grey / -,"Cardiff, NSW",6 cyl,SUV, 4 Doors, 7 Seats,21913
1848,Toyota,2014.0,Corolla,USED Dealer ad,2014 Toyota Corolla Hybrid (5 Seat),USED,-,-,Other,-,-,193117,Black / -,"Moorabbin, VIC",-,Wagon,,,16950
1849,Nissan,2022.0,Leaf,Adrian Brien Nissan,2022 Nissan Leaf,DEMO,Automatic,0 L,Front,Electric,0 L / 100 km,2411,Red / -,"St Marys, SA",0 L,Hatchback, 5 Doors, 5 Seats,61940
1850,Hyundai,2006.0,Getz,Hatchback,2006 Hyundai Getz 1.6,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,237598,White / -,"Victoria Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,5985
1851,Mitsubishi,2014.0,Lancer,Sedan,2014 Mitsubishi Lancer Ralliart,USED,Automatic,"4 cyl, 2 L",AWD,Premium,9.6 L / 100 km,76148,Black / -,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,33950
1852,Isuzu,2023.0,FVD,NEW Available to order,2023 Isuzu FVD 165-300 (LWB),NEW,Automatic,"6 cyl, 7.8 L",Rear,Diesel,0 L / 100 km,- / -,"6 years / 500,000 km",,6 cyl,Ute / Tray, 2 Doors, 3 Seats,197239
1853,Skoda,2020.0,Kodiaq,SUV,2020 Skoda Kodiaq 132 TSI (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.6 L / 100 km,20651,Grey / Black Leather,"Berwick, VIC",4 cyl,SUV, 4 Doors, 7 Seats,44999
1854,Toyota,2002.0,Corolla,Hatchback,2002 Toyota Corolla Conquest Seca,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,191225,Silver / -,"Wangara, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,7990
1855,Kia,2020.0,Sportage,SUV,2020 Kia Sportage S (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,34806,White / -,"Warwick Farm, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29900
1856,Kia,2005.0,Sportage,SUV,2005 Kia Sportage (4X4),USED,Automatic,"6 cyl, 2.7 L",4WD,Unleaded,11.4 L / 100 km,251243,Black / -,"Blair Athol, SA",6 cyl,SUV, 4 Doors, 5 Seats,8499
1857,Toyota,2010.0,Noah,Custom Coaster Conversions,2010 Toyota Noah,USED,Automatic,-,Front,Unleaded,-,134782,Grey / -,"Casino, NSW",-,Wagon, 6 Seats,,18990
1858,Nissan,2011.0,Navara,Ute / Tray,2011 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,251181,Silver / Grey,"Minchinbury, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,12995
1859,Hyundai,2021.0,Kona,SUV,2021 Hyundai Kona N Line (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,6.9 L / 100 km,16440,Grey / Black,"Bentleigh, VIC",4 cyl,SUV, 4 Doors, 5 Seats,39990
1860,Nissan,2019.0,X-Trail,SUV,2019 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,71029,White / -,"Smithfield, NSW",4 cyl,SUV, 4 Doors, 5 Seats,21800
1861,Holden,2016.0,Commodore,Sedan,2016 Holden Commodore SV6,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,9.7 L / 100 km,66518,Blue / Leather,"Berwick, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,28999
1862,MG,2016.0,6,Hatchback,2016 MG 6 Plus Essence,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,7.8 L / 100 km,51288,Grey / Grey,"Phillip, ACT",4 cyl,Hatchback, 4 Doors, 5 Seats,15990
1863,GWM,2023.0,Haval,"Westpoint Haval, GWM, Mahindra, SsangYong",2023 GWM Haval Jolion LUX Hybrid,NEW,Automatic,"4 cyl, 1.5 L",Front,-,5 L / 100 km,20,Blue / -,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,36485
1864,Land,2023.0,Rover,Macarthur Jaguar,2023 Land Rover Defender 90 D250 S (183KW),NEW,Automatic,"6 cyl, 3 L",AWD,Diesel,7.9 L / 100 km,-,White / -,"Campbelltown, NSW",6 cyl,SUV, 3 Doors, 5 Seats,124990
1865,Audi,2023.0,Q3,Audi Alto Artarmon New Cars,2023 Audi Q3 35 Tfsi,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,2088,Black / Black,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,62788
1866,BMW,2019.0,X5,SUV,2019 BMW X5 M50D (5 Seat),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.5 L / 100 km,79000,Blue / -,"Bentleigh, VIC",6 cyl,SUV, 4 Doors, 5 Seats,97888
1867,Daihatsu,2015.0,Hijet,USED Dealer ad,2015 Daihatsu Hijet,USED,Automatic,-,Other,Unleaded,-,7403,White / Grey,"West Ryde, NSW",-,,,,26888
1868,Nissan,2016.0,Navara,Ute / Tray,2016 Nissan Navara RX (4X2),USED,Manual,"4 cyl, 2.3 L",Front,Diesel,6.4 L / 100 km,191645,White / Grey  Cloth,"Bankstown, NSW",4 cyl,Ute / Tray, 2 Doors, 4 Seats,19888
1869,Hyundai,2023.0,Trucks,NEW Available to order,2023 Hyundai Trucks Mighty EX6 Chiller (swb),NEW,Manual,"4 cyl, 3.9 L",Rear,Diesel,0 L / 100 km,- / -,"5 years / 300,000 km",,4 cyl,Other, 2 Doors, 3 Seats,68544
1870,Toyota,2020.0,Landcruiser,SUV,2020 Toyota Landcruiser LC200 Sahara (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,48132,Grey / -,"Bentley, WA",8 cyl,SUV, 4 Doors, 7 Seats,131988
1871,Mercedes-Benz,2023.0,C300,NEW Available to order,2023 Mercedes-Benz C300,NEW,Automatic,"4 cyl, 2 L",Rear,Unleaded,7 L / 100 km,- / -,5 years / Unlimited km,,4 cyl,Coupe, 2 Doors, 4 Seats,101900
1872,Toyota,2002.0,Tarago,Wagon,2002 Toyota Tarago GLI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,10 L / 100 km,249000,Blue / -,"Acacia Ridge, QLD",4 cyl,Wagon, 4 Doors, 8 Seats,8995
1873,Lexus,2018.0,NX300,SUV,2018 Lexus NX300 F Sport (fwd),USED,Automatic,"4 cyl, 2 L",Front,Premium,7.7 L / 100 km,107092,Grey / Black,"Melbourne, VIC",4 cyl,SUV, 4 Doors, 5 Seats,43950
1874,Subaru,2019.0,Levorg,Wagon,2019 Subaru Levorg 2.0 STI Sport (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.7 L / 100 km,25875,Grey / Black,"Melville, WA",4 cyl,Wagon, 4 Doors, 5 Seats,44388
1875,Ford,2018.0,Everest,SUV,2018 Ford Everest Trend (4WD),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.5 L / 100 km,144727,White / Black,"Geelong, VIC",5 cyl,SUV, 4 Doors, 7 Seats,47990
1876,Ford,2008.0,Falcon,Sedan,2008 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,11.5 L / 100 km,163333,- / -,"Dandenong, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,11750
1877,Dodge,2008.0,Journey,Wagon,2008 Dodge Journey R/T,USED,Automatic,"6 cyl, 2.7 L",Front,Premium,10.3 L / 100 km,181199,Black / Black,"Minchinbury, NSW",6 cyl,Wagon, 4 Doors, 7 Seats,12995
1878,Holden,2015.0,UTE,Ute / Tray,2015 Holden UTE SS-V Redline,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,12.4 L / 100 km,67319,Silver / -,"Minchinbury, NSW",8 cyl,Ute / Tray, 2 Doors, 2 Seats,58995
1879,Jeep,2022.0,Compass,SUV,2022 Jeep Compass Night Eagle,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,3781,Black / -,"Warwick Farm, NSW",4 cyl,SUV, 4 Doors, 5 Seats,45490
1880,Toyota,2009.0,Estima,UniBee Australia,2009 Toyota Estima G,USED,Automatic,-,Other,Unleaded,-,140706,White / Grey,"Dandenong, VIC",-,Wagon,,,21990
1881,Toyota,2018.0,RAV4,SUV,2018 Toyota RAV4 GXL (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5 L / 100 km,79819,White / -,"Rockingham, WA",4 cyl,SUV, 4 Doors, 5 Seats,35999
1882,Iveco,2022.0,Daily,NEW In stock,2022 Iveco Daily 50C18,NEW,Automatic,-,Other,Diesel,-,-,White / Grey,"Wodonga, VIC",-,Ute / Tray,,,86760
1883,Kia,2019.0,Carnival,Wagon,2019 Kia Carnival SI,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,10.8 L / 100 km,57841,Brown / -,"Cairns, QLD",6 cyl,Wagon, 4 Doors, 8 Seats,35950
1884,Suzuki,2023.0,Jimny,SUV,2023 Suzuki Jimny Heritage Limited Edition,USED,Manual,"4 cyl, 1.5 L",AWD,-,6.4 L / 100 km,17,Grey / Black,"Pinkenba, QLD",4 cyl,SUV, 2 Doors, 4 Seats,43990
1885,Mitsubishi,2018.0,ASX,SUV,2018 Mitsubishi ASX ES Adas ( 2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,47779,Blue / Grey,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,27990
1886,Kia,2020.0,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,65197,Grey / Black,"Morley, WA",4 cyl,Sedan, 4 Doors, 5 Seats,21490
1887,Volkswagen,2015.0,Amarok,Ute / Tray,2015 Volkswagen Amarok TDI420 (4X2),USED,Automatic,"4 cyl, 2 L",Rear,Diesel,8.2 L / 100 km,227590,White / Grey,"Hamilton North, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,16990
